,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,F,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,T,TRV,UNH,UTX,V,VZ,WMT,XOM
1998-01-02,0.5084,19.6514,31.2332,13.9442,7.6505,18.6129,30.6589,25.7629,,12.9378,,13.3302,35.7909,11.7977,19.4223,19.4755,19.6666,14.3351,24.5506,25.2023,10.6408,3.8123,12.9295,23.548000000000002,12.6188,23.3688,5.3742,12.0062,,15.9913,13.6772,17.623
1998-01-05,0.4968,19.6935,31.0735,14.1405,7.6347,18.0755,30.4721,25.5509,,13.1669,,13.1457,36.0688,12.1015,19.4044,19.7959,19.5197,14.2959,24.5153,25.3662,10.5799,4.074,13.6333,24.0193,12.2602,23.6536,5.3666,11.9947,,15.5077,13.8057,17.4265
1998-01-06,0.5925,19.2902,30.5942,14.0324,7.5359,17.6123,29.7757,25.4552,,12.992,,13.23,35.6656,11.879000000000001,19.1058,18.8716,19.4286,14.3351,24.5888,25.0149,10.6408,4.0683,13.196,23.9465,12.208,23.2805,5.3947,11.8617,,15.8805,13.8925,16.8028
1998-01-07,0.5475,19.1108,30.754,13.7848,7.3132,18.2403,28.9884,25.5051,,13.1022,,13.3735,35.3267,11.8172,19.2939,19.0811,19.4463,14.2207,24.7888,24.6167,10.5134,4.0331,13.3463,23.6934,12.3575,23.1923,5.4412,11.8207,,15.6976,13.8508,17.3382
1998-01-08,0.569,18.723,29.6358,13.3209,7.3962,17.5526,28.7663,25.2954,,12.9815,,13.3166,35.3064,12.0706,19.5178,18.3434,19.5755,13.9588,24.4947,24.8744,10.5897,4.015,13.2609,23.4199,12.2406,22.6939,5.4618,11.7189,,15.4759,13.6529,16.9623
1998-01-09,0.569,18.1691,28.837,12.9311,7.1485,16.9866,27.4441,24.8578,,12.6651,,12.8472,33.9069,11.6759,19.2939,17.935,18.840999999999998,13.6579,24.2948,24.1014,10.3057,3.759,12.6306,22.9486,12.1237,21.5548,5.3536,11.2461,,15.3535,13.2639,16.555
1998-01-12,0.5709,18.1137,28.9968,13.2156,7.3382,17.5072,27.5703,24.4538,,13.0147,,13.2459,33.9272,12.2851,19.685,18.067,19.4081,13.9588,24.3477,24.8744,10.5085,3.8009,13.0576,23.9465,12.305,22.0873,5.2584,11.4414,,15.6302,13.7189,16.7316
1998-01-13,0.61,18.3486,28.7923,13.1075,7.3791,17.8224,27.4744,24.5988,,13.0585,,13.4738,34.6049,12.4978,19.8163,18.2448,19.2083,14.1846,24.7358,24.8978,10.722000000000001,3.8960000000000004,13.2062,23.6032,12.4202,22.2838,5.1914,11.6467,,15.8413,13.7189,17.1047
1998-01-14,0.6178,18.4749,29.5527,13.1986,7.5108,18.0302,28.0093,24.9872,,13.0025,,13.6014,34.7744,12.2542,19.8522,18.3769,18.9879,14.1635,24.7153,25.741,10.6408,3.9198,13.2916,23.4374,12.4744,22.1955,5.2865,11.8831,,15.8413,13.7848,17.3183
1998-01-15,0.6003,18.0317,28.1981,13.0193,7.5688,18.1639,27.4088,24.7775,,12.7088,,13.5148,35.0522,12.2331,19.6103,18.1779,18.7294,14.0883,24.2566,25.4599,10.7366,3.9379,12.95,23.256999999999998,12.5269,22.2126,5.0832,11.6368,,15.7863,13.8717,16.9452
1998-01-16,0.5884,18.1691,27.7572,12.9649,7.6268,18.3287,27.8529,24.8914,,12.8277,,13.5148,35.5809,12.1519,20.2253,18.574,19.0966,14.314,24.6388,25.7176,10.9751,3.9198,13.1533,23.0737,12.5794,22.2496,5.2043,11.6975,,15.8076,13.9377,17.3183
1998-01-20,0.5963,18.2666,27.7955,12.8762,7.8402,18.6129,28.514,25.733,,13.2106,,13.8429,36.7228,12.3858,20.691,18.8716,19.3728,14.4464,24.6388,27.0526,11.1829,3.9674,13.8041,23.4927,12.8014,24.2431,5.1849,11.7189,,16.0736,14.5003,17.3382
1998-01-21,0.5916,18.0871,28.115,13.4142,7.8244,18.3884,28.3878,25.6035,,13.2106,,13.8293,33.9272,12.4572,20.3388,18.5089,19.2435,14.2598,24.3813,26.7013,11.1171,3.9617,13.4949,23.639,12.7166,24.0808,5.1849,11.7599,,15.9974,14.1322,17.3895
1998-01-22,0.6022,17.7392,28.9137,13.0365,7.6096,18.0158,28.2314,24.9872,,13.1459,,13.5581,33.673,12.4264,20.076,18.354,19.2259,14.4103,23.8989,26.3734,11.2494,3.8304,13.4317,23.3122,13.0352,24.7044,5.1914,12.2525,,16.141,13.8925,16.9623
1998-01-23,0.61,17.5177,28.3131,13.0193,7.6017,17.672,28.2617,25.5388,,12.9483,,13.6447,33.611999999999995,12.5385,19.9656,18.1779,18.747,14.1635,24.1386,26.4437,11.2186,3.8189,13.3343,22.8744,12.8132,25.0262,5.1167,12.2623,,16.141,13.7189,16.8199
1998-01-26,0.6081,17.5886,28.3961,13.0565,7.4621,18.0445,29.2104,25.2151,,13.0585,,13.4009,33.2495,12.6197,20.0581,17.9807,18.5267,14.1454,24.2689,26.7013,11.5026,3.8189,13.2814,22.9094,12.8657,24.8639,5.0627,12.8566,,16.0967,13.4375,17.1588
1998-01-27,0.5981,18.5014,28.754,13.2711,7.8073,18.2547,28.2617,26.6185,,13.3312,,13.7427,32.7005,12.8633,20.1328,18.53,18.5825,14.2387,23.8427,26.8184,11.7817,3.8542,13.442,23.604,13.1826,24.6873,5.1914,12.9601,,16.250999999999998,13.6529,17.1958
1998-01-28,0.6003,18.3774,30.0703,13.7718,8.1539,18.1806,29.2104,27.1882,,13.3312,,13.7996,32.8699,13.1427,19.9656,18.6621,18.840999999999998,14.3351,25.0088,27.5445,12.0909,3.8837,13.6333,23.1283,13.0453,24.7585,5.2725,13.3492,,16.2741,14.1113,16.8569
1998-01-29,0.5787,18.5568,30.3514,13.8777,8.4003,18.3741,29.2104,27.5248,,13.4833,,13.7996,33.2732,13.3247,19.9656,18.8047,19.0232,14.4284,25.2485,27.6148,12.03,3.9074,13.9117,22.7635,13.2571,24.6703,5.3536,13.5659,,16.3397,13.9585,17.3012
1998-01-30,0.5728,18.5435,30.4345,13.7346,8.3093,17.8511,28.5796,27.6802,,13.5497,,13.786,33.4629,13.1622,19.9835,18.8716,19.0232,14.1846,24.7128,27.4977,12.1063,3.8123,13.9647,22.8744,13.1724,24.7842,5.5429,13.3393,,16.4177,13.8265,16.8911
1998-02-02,0.5534,19.195,30.869,14.3784,8.4253,18.0612,29.9018,28.1721,,13.7351,,14.0845,34.0763,13.497,20.5418,19.5758,19.5932,14.3351,25.7131,27.5913,12.568,3.9198,14.115,23.2013,13.3215,24.7756,5.6651,13.8729,,16.4727,14.1738,17.23
1998-02-03,0.5728,19.2637,30.869,14.45,8.3014,18.1352,30.2501,27.965,,13.5602,,14.2987,33.673,14.0251,20.7477,20.1145,19.8311,14.615,26.1571,27.24,12.6492,3.9731,14.103,23.7295,13.3096,25.0433,5.6370000000000005,14.0059,,16.5845,14.5871,17.3183
1998-02-04,0.5709,19.3456,30.3131,14.2726,8.507,18.1496,30.0583,28.0427,,13.4396,,14.3556,33.3138,14.2282,20.488000000000003,20.1586,19.7019,14.615,25.9884,26.9355,12.7247,4.015,13.9339,23.4581,13.2995,24.8126,5.6716,13.8942,,16.3628,14.9345,17.5318
1998-02-05,0.5728,19.2216,29.9105,13.9864,8.4833,18.4194,30.2198,28.0427,,13.4081,,14.3693,33.7374,14.0559,20.5627,20.1691,19.8488,14.5969,25.8966,26.5373,12.6135,3.8542,13.6548,23.2392,13.0352,25.0262,5.6445,13.8942,,16.141,14.8685,17.6401
1998-02-06,0.5787,19.195,29.6741,14.5215,8.6888,18.5532,30.6589,28.1204,,13.583,,14.4992,33.2766,14.2266,20.8224,20.5881,19.7401,14.6902,25.9144,26.7716,12.8318,3.9074,13.8483,23.9309,13.1622,25.0604,5.651,13.9238,,16.141,14.9553,17.7739
1998-02-09,0.6003,18.918,29.6358,15.0223,8.4332,18.2547,30.6286,27.8873,,13.4728,,14.3693,33.2766,13.9438,20.5627,21.3029,19.7959,14.7654,25.7871,27.1229,12.7555,3.8189,13.8261,23.7849,13.0877,25.0604,5.8608,13.8532,,16.0861,14.7608,17.7739
1998-02-10,0.6081,19.2216,31.0735,14.7733,8.532,18.0302,31.6076,28.0945,,13.5497,,14.5835,34.2511,14.0153,20.8224,21.104,19.9604,15.0483,25.4527,27.4977,12.9227,3.8361,14.3825,24.1672,13.1097,24.9009,5.8814,14.2833,,15.9406,14.9796,17.7911
1998-02-11,0.5944,19.3611,31.5207,14.7018,8.5492,18.2236,31.6051,28.69,,13.7141,,14.5698,34.8691,13.822000000000001,20.6552,21.0934,20.2366,15.1055,26.0091,27.5211,12.8975,3.8304,14.3294,24.4416,12.9403,24.9351,5.8068,14.1914,,15.9974,14.9136,17.9717
1998-02-12,0.606,19.6381,31.5592,14.8792,8.5979,18.4791,31.6051,28.5088,,13.7246,,14.841,34.9302,13.8122,20.8313,21.0177,20.3453,15.4065,26.2488,27.5913,12.8821,3.8599,14.4356,24.497,12.9708,24.6332,6.0566,14.3244,,15.8643,15.5214,18.0778
1998-02-13,0.61,19.5672,32.2833,15.3256,8.5492,18.5985,31.3211,28.8454,,13.6039,,14.9253,34.7604,13.6188,20.6816,20.8082,20.1425,15.9512,26.0446,27.5679,12.7807,3.8903,14.3192,24.7159,12.9606,24.7756,6.2935,14.0994,,15.7632,15.3478,18.0979
1998-02-17,0.6138,19.7201,33.6418,15.4171,8.5571,18.4935,31.0675,29.2597,,13.6476,,15.2101,34.6348,13.7521,20.8134,21.2589,20.1249,15.7075,26.0831,28.0832,12.5275,4.2234,14.4681,24.2957,13.0131,25.1145,6.1442,14.2111,,15.9087,15.5422,17.8112
1998-02-18,0.6432,19.6381,33.1612,15.0938,8.6309,18.952,30.8138,29.7516,,13.7141,,15.2398,34.8895,14.1274,21.1128,21.4455,20.31,15.8008,26.1719,29.1138,12.5478,4.2472,14.79,24.6254,13.1521,25.0974,6.3205,14.2111,,15.9743,15.8027,18.2928
1998-02-19,0.6394,19.2083,32.5588,14.8448,8.623,18.8629,30.403000000000002,29.5704,,13.6039,,15.2967,34.8895,14.7157,21.1308,21.06,20.1984,15.6503,26.0587,28.6453,12.568,4.2948,14.7472,24.0768,13.0352,24.8126,6.34,14.0776,,15.7082,15.7159,18.2412
1998-02-20,0.6257,19.4985,32.1231,15.0594,8.6717,19.0579,30.3066,29.6222,,13.6704,,15.2671,34.8453,14.9188,20.9811,21.0934,20.4363,15.9332,26.1898,29.2075,12.5883,4.2881,14.9493,24.3336,13.025,25.2199,6.34,14.2012,,15.7863,15.7611,18.4361
1998-02-23,0.6648,19.6647,32.4819,14.8963,8.648,18.5308,30.119,29.5445,,13.583,,15.6226,34.9302,15.3055,21.561999999999998,21.3364,20.3276,15.9151,25.612,30.5894,13.2464,4.4432,15.3037,24.4241,12.9708,24.9892,6.4481,14.1386,,15.82,16.0424,17.9173
1998-02-24,0.6666,19.3611,32.2384,15.0394,8.532,18.9664,29.7385,28.9748,,13.4186,,14.841,34.8046,15.0114,21.9004,21.0829,20.0691,15.6142,25.2397,29.956999999999997,13.3276,4.1044,14.9818,24.2052,12.7285,24.8297,6.4481,13.9738,,15.7082,16.282,17.9889
1998-02-25,0.6979,19.7201,32.8408,15.2025,8.7956,19.1325,30.3371,28.8195,,13.4833,,15.1668,35.7384,15.2747,22.2359,21.5459,20.1631,15.7896,25.3886,29.7228,13.7853,4.2824,15.1325,24.3511,12.9403,24.8838,6.5433,14.417,,15.7632,16.5633,18.0061
1998-02-26,0.7352,19.7489,34.5645,15.2197,8.7626,19.313,31.2906,28.4829,,13.4623,,14.882,35.8232,15.0001,22.2748,21.7871,20.2366,16.2418,25.6865,29.511999999999997,13.8761,4.1996,15.4527,24.3686,12.9284,25.0063,6.5844,14.8191,,15.82,16.4105,18.0778
1998-02-27,0.7389,19.955,34.7632,15.6117,8.6809,19.4646,31.0979,28.9748,,13.5934,,14.5562,35.4633,14.5743,22.5743,21.8417,20.1631,16.4468,25.4065,29.8867,13.7544,4.1758,15.152999999999999,24.7713,12.8132,25.2398,6.5638,14.7153,,15.9193,16.0841,18.2756
1998-03-02,0.7117,20.3028,33.802,15.3256,8.5979,19.8689,31.7319,28.3275,,13.3854,,14.7271,34.6144,14.2396,22.3856,21.7871,19.977999999999998,16.0338,26.5054,29.6993,13.5207,4.1996,15.0349,24.0768,13.0352,25.2199,6.6179,14.8504,,16.3734,16.282,18.2039
1998-03-03,0.7233,20.5798,33.5649,15.0394,8.4991,20.1553,31.8587,28.4829,,13.505999999999998,,14.6815,34.6755,13.8626,22.3107,22.0617,20.0338,16.1453,26.430999999999997,29.6993,13.7138,4.2167,14.8962,24.0038,12.9708,24.7756,6.7866,14.8603,,16.5171,16.8238,18.4189
1998-03-04,0.7646,20.3582,34.1608,14.8963,8.5979,20.0951,31.5442,27.6802,,13.3417,,14.6952,33.6161,14.0462,21.9543,21.5565,20.1984,16.2418,26.7675,29.3597,13.3584,4.3062,14.5435,23.9688,12.8556,25.0063,6.9489,14.7054,,16.3078,16.8238,18.1867
1998-03-05,0.7527,20.3028,33.4816,14.6474,8.1446,20.3502,31.1638,27.24,,13.4046,,14.6655,33.5958,12.2782,21.6369,21.2149,20.3629,16.1092,26.4876,29.0776,12.9933,4.3481,14.6496,23.5485,12.7285,25.0063,6.8548,14.623,,16.3628,16.9767,18.0434
1998-03-06,0.7646,20.6751,33.6033,15.254000000000001,8.4833,20.3213,31.9551,27.3435,,13.7346,,15.0509,33.3173,12.6959,22.125,21.4138,20.7125,16.2207,26.6722,29.9474,13.4298,4.4251,14.7678,24.4065,13.1521,25.4335,6.9218,14.8092,,16.9055,17.4316,17.9889
1998-03-09,0.7117,20.4535,33.6802,15.1653,8.0669,19.7197,32.3051,27.3953,,13.7785,,15.1376,32.6382,12.197000000000001,22.2179,20.8734,21.3177,16.3172,26.7675,30.253,12.917,4.4194,14.8756,24.8793,13.1944,25.7894,6.9824,14.9212,,16.6732,17.8206,17.9173
1998-03-10,0.7527,20.4402,33.5649,15.4515,8.088,20.1096,32.4319,27.4212,,13.8224,,15.4933,33.1068,12.2685,22.4605,21.4015,21.3383,16.5221,26.842,30.7466,13.227,4.5089,15.0469,25.1157,13.0978,25.7894,7.1511,14.9328,,16.6288,17.713,18.1867
1998-03-11,0.8171,20.746,33.4431,15.4686,8.2527,20.2154,32.3051,27.1364,,13.8662,,15.8491,33.6569,12.3302,22.741999999999997,21.9526,21.3265,16.8447,26.97,30.5115,13.0955,4.4851,14.9818,25.2616,13.2995,26.1824,7.1111,14.9015,,16.9605,17.6921,18.3301
1998-03-12,0.8446,20.5931,33.001,16.0237,8.4253,19.9146,31.9855,27.4212,,13.8996,,15.8491,34.0406,12.4115,22.7599,22.0512,21.0881,16.8628,26.8598,30.346999999999998,13.287,4.3595,14.7575,24.57,13.4485,26.1454,7.2257,14.8092,,16.8505,17.8206,18.3129
1998-03-13,0.8484,20.4402,33.1996,16.0781,8.507,19.9459,31.8587,27.4471,,13.7451,,15.7921,33.8267,12.4521,22.4994,22.0512,20.7731,16.4679,26.7288,30.1589,13.3682,4.2643,14.7044,24.0593,13.4909,26.2166,7.0905,14.8701,,17.0829,17.8449,18.4361
1998-03-16,0.8349,20.8147,32.9625,16.5416,8.4833,19.9459,32.5283,28.3793,,13.9312,,15.8491,34.3801,12.6244,22.4245,22.5899,21.1234,15.9765,27.25,30.441,13.3081,4.2948,15.0674,23.9863,13.6654,26.3248,7.0505,14.9838,,17.5157,17.8866,18.4017
1998-03-17,0.8240000000000001,21.2157,33.3214,16.4529,8.507,19.7486,33.5427,27.8873,,14.0418,,15.8491,34.2511,12.4716,22.4784,23.7237,21.3265,15.8258,27.789,31.0522,13.0436,4.2348,15.3037,24.3686,13.5858,26.7349,7.03,14.974,,17.537,17.8658,18.0434
1998-03-18,0.8428,21.506,32.6037,16.6132,8.3752,20.1264,33.8876,27.7837,,13.9874,,15.5937,34.4854,12.5122,22.4036,24.3188,22.0243,15.8077,27.9201,30.9112,13.2675,4.3776,15.1102,24.7159,13.8602,26.6979,7.0905,15.0975,,17.7374,17.6532,18.525
1998-03-19,0.8368,21.5481,32.9625,16.0409,8.4741,20.1697,34.8108,27.5248,,14.0523,,15.5207,34.9302,12.5626,22.3107,23.8118,22.0625,15.5244,28.0511,30.7936,13.3081,4.1801,15.4098,24.8793,14.1889,26.8232,7.0094,15.1997,,18.2695,17.5245,18.5795
1998-03-20,0.8249,21.5769,34.2441,16.0409,8.3845,20.9085,35.5716,27.7061,,14.3261,,15.677999999999999,34.6552,12.3091,22.6851,23.7008,22.8162,15.5244,27.9022,31.0052,13.2773,4.2278,15.7745,24.8968,14.8683,26.3419,6.9348,15.3233,,18.5356,17.4132,19.2417
1998-03-23,0.8171,21.0783,33.0843,16.0953,8.532,20.9085,34.8716,26.6703,,14.119000000000002,,15.2083,34.4209,12.197000000000001,22.2179,23.361,22.3393,15.5244,28.0124,30.8171,13.6116,4.1867,16.48,25.1887,15.2478,25.9518,6.9965,15.2623,,18.4238,17.2845,19.494
1998-03-24,0.8759,21.2578,33.5649,16.184,8.9352,20.561999999999998,35.4093,27.6802,,14.5016,,15.1376,35.1441,12.0962,22.125,23.6251,22.3746,15.8258,28.2745,31.0052,13.7853,4.263999999999999,16.331,25.2091,15.5866,25.7012,7.1717,15.2623,,18.5906,17.5663,19.6
1998-03-25,0.8497,21.0783,33.8853,15.8635,9.1658,20.1697,35.0289,27.6802,,14.3928,,14.9095,35.993,12.3595,21.9184,23.4156,22.4306,15.9765,28.4412,30.5586,14.4133,4.1982,16.1803,24.8968,15.1427,25.647,7.2052,15.2211,,18.3476,17.2636,19.4223
1998-03-26,0.8309,20.6064,33.4047,15.6661,9.1421,20.2901,35.0289,27.8873,,14.47,,15.3086,35.6738,12.7056,21.7687,23.6251,22.5042,16.694000000000003,28.4591,30.206,14.3224,4.1743,16.1598,25.0982,14.7192,25.7723,7.2192,15.0761,,18.1028,17.3054,19.5484
1998-03-27,0.8428,20.4956,32.8408,15.8807,9.1421,19.9748,34.9984,27.7837,,14.6561,,15.1079,35.4395,12.8177,21.4123,23.6128,22.0979,17.2968,28.1821,30.0414,14.251,4.1801,16.3944,24.5525,14.6548,25.7894,7.1252,15.0563,,17.9148,17.3715,19.385
1998-03-30,0.8584,20.1632,32.3602,15.7376,8.8865,19.9892,34.8716,27.3435,,14.9738,,15.0806,35.0592,12.574000000000002,21.4692,23.5477,23.0753,17.8997,27.9201,29.6888,14.2721,4.0913,16.7471,24.9173,14.6548,25.4687,7.0462,14.9838,,17.9928,17.5454,19.4768
1998-03-31,0.8603,20.3427,33.4047,15.7548,9.0104,19.3274,34.4912,27.6543,,15.1283,,15.4226,35.2698,12.6845,21.9933,23.7448,22.7986,18.0866,27.1011,30.1354,14.5253,4.2219999999999995,17.069000000000003,24.6254,14.6955,25.5231,7.0062,15.2096,,18.1365,17.6741,19.385
1998-04-01,0.8603,20.469,33.802,15.4686,9.1329,19.8545,34.3948,27.4471,,15.1721,,15.8491,35.4633,12.5935,21.9753,23.9438,23.7377,18.5207,27.4376,30.5351,14.6665,4.2106,16.9183,25.5535,14.5701,25.4859,6.9856,15.5094,,17.9804,17.9141,19.7635
1998-04-02,0.8543,20.9388,35.2053,15.4343,9.2568,20.0807,34.8716,28.198,,15.4021,,15.735,35.9285,12.4115,22.8348,24.6533,23.8849,18.9548,27.5478,31.1227,14.8191,4.263999999999999,17.069000000000003,26.1372,14.8683,25.3971,7.4249,15.6841,,18.0691,17.6741,20.0301
1998-04-03,0.8465,21.9358,35.2053,15.523,9.3147,19.7197,34.968,28.7159,,15.3354,,15.8924,35.5482,12.4716,23.0594,24.7966,23.6818,19.1417,27.4376,30.8877,15.0933,4.2993,17.4474,25.7198,14.9936,25.4687,7.5472,15.5704,,18.1471,17.9141,19.8351
1998-04-06,0.8212,23.221,35.923,15.5945,9.092,19.2841,34.334,28.0686,,15.2371,,15.995,35.993,12.0052,22.8168,26.0142,23.3314,18.6322,27.3423,31.0052,14.5967,4.2821,17.6871,25.3725,14.9089,25.7178,7.4249,16.0449,,17.9041,17.2636,19.6201
1998-04-07,0.7977,22.9385,35.6475,15.6117,9.092,19.4333,36.7737,27.98,,15.2915,,15.7077,35.5482,11.8021,22.5353,25.416,23.2578,18.3519,27.5478,30.7466,14.1602,4.2219999999999995,17.259,25.39,14.6493,25.2368,7.3708,15.7862,,17.9396,17.6532,19.4223
1998-04-08,0.7821,23.0495,35.404,15.523,8.9932,19.0266,36.0433,27.7466,,15.116,,15.5503,35.4837,11.7907,22.0681,24.8197,22.9811,18.3881,27.5865,30.0414,14.4344,4.1801,16.908,25.1887,14.1178,25.022,7.4325,15.694,,17.1693,17.3923,18.955
1998-04-09,0.8015,23.7823,35.3655,15.6832,8.8285,19.3274,37.4737,28.2912,,15.1827,,16.1478,36.1187,11.9841,22.2928,25.0621,23.1283,18.7468,28.0124,29.6888,14.4442,4.2219999999999995,16.9936,25.1712,14.1587,25.1279,7.5807,15.7039,,17.3266,17.6741,19.1356
1998-04-13,0.8271,23.5158,34.3659,15.5602,8.7626,18.9833,38.4881,28.6024,,15.2371,,16.1478,35.3784,12.3904,22.0861,25.9045,22.8898,18.6142,28.2179,29.4538,14.3825,4.1867,17.3104,24.8064,13.6715,24.8244,7.5677,15.7862,,16.8225,17.8063,19.4051
1998-04-14,0.8428,23.2938,34.0455,16.0781,8.9194,18.9833,38.9954,29.3544,,15.2037,,16.4762,36.0779,12.3497,21.7297,25.2621,22.9075,18.7076,27.9945,29.3832,14.3533,4.1867,16.9611,24.497,13.6715,24.9848,7.8447,16.0334,,16.835,18.5228,19.2618
1998-04-15,0.8584,23.0495,33.6802,16.204,9.3147,19.2672,39.4367,29.4581,,15.1932,,16.4762,37.2664,12.1677,21.4303,24.785999999999998,22.5778,18.6714,28.8701,29.0306,14.8288,4.1266,16.7043,24.2227,13.6068,25.1279,7.6489,15.7862,,16.499000000000002,18.742,19.6918
1998-04-16,0.8953,22.7386,33.9622,16.1496,9.2489,20.1553,38.4222,29.0432,,15.0282,,16.1775,36.6076,12.0865,20.9631,23.9348,22.0243,18.578,28.7033,28.0669,14.8807,4.0913,17.2419,24.1877,13.6273,24.9676,7.5613,15.950999999999999,,16.533,18.2828,20.1562
1998-04-17,0.8741,23.7601,34.4043,16.3106,9.2818,20.0662,39.0562,29.4062,,15.3143,,16.0497,36.5872,12.2181,21.7297,24.2888,22.6131,18.6322,29.019000000000002,28.3019,14.9505,4.1867,18.0124,24.8443,14.1587,24.9504,7.5537,15.8587,,17.1478,18.5228,20.6579
1998-04-20,0.9072,23.0495,34.1224,16.3479,9.5203,20.1553,37.9454,29.9249,,15.116,,16.1068,37.7553,12.431,21.3764,23.8357,22.1715,18.8583,28.7778,28.7486,15.3563,4.1209,19.4164,24.5145,13.9271,25.1652,7.5537,15.9823,,17.1031,18.175,20.9102
1998-04-21,0.9072,22.8718,34.0006,16.3479,9.7351,20.4417,38.1077,30.2879,,15.1054,,16.2208,40.0677,12.755999999999998,21.1877,24.6197,21.9889,18.6895,28.9267,28.2314,15.3968,4.4663,19.8958,24.3336,13.9884,24.8788,7.5537,16.1273,,17.2032,18.1959,21.0162
1998-04-22,0.8603,23.538,33.9622,16.5434,9.6363,20.2299,38.4222,31.6363,,14.9527,,16.1775,38.9641,13.6595,21.3764,24.7966,22.301,18.4062,28.4412,28.1139,16.046,4.5321,19.6219,24.5884,14.3291,24.7356,7.6154,16.0647,,17.4713,18.1959,20.9102
1998-04-23,0.8662,22.8941,33.001,16.6871,9.4465,20.2756,38.6149,32.0772,,14.8211,,16.0201,39.8979,13.5278,21.2266,24.156,22.0066,17.5983,28.069000000000003,28.3019,15.3368,4.473,19.7588,25.1738,14.1383,24.2689,7.3243,16.1471,,16.9119,17.8724,21.1424
1998-04-24,0.8741,22.6276,32.4819,16.3652,9.4794,19.84,37.7882,31.6623,,14.720999999999998,,15.6507,39.8538,13.3345,21.1518,23.7242,21.6769,17.5229,27.4912,27.3852,14.9505,4.4901,20.2554,25.0274,13.8828,24.1257,7.2366,16.157,,16.6331,17.4793,21.0707
1998-04-27,0.8681,22.561,32.2,15.9168,9.2818,20.0662,36.931,31.3511,,14.47,,15.2219,39.1543,12.9997,20.7774,23.4694,21.3089,17.7098,26.8598,26.5154,14.6568,4.4901,19.4164,24.4244,13.6477,23.7133,6.9856,16.0449,,16.3989,17.2393,21.3029
1998-04-28,0.8428,22.4499,31.8411,15.9168,9.3398,19.8087,36.3629,32.0253,,14.2384,,15.2219,39.2833,12.8876,20.6636,23.6481,21.3265,17.5229,27.5478,27.1501,14.5854,4.6218,19.4164,23.636999999999997,13.6068,23.1607,7.1144,15.9312,,16.365,17.0897,21.0334
1998-04-29,0.8446,22.5166,32.0782,15.8622,9.4874,20.035,36.7433,32.129,,14.4472,,15.3497,39.2392,13.0257,20.7205,23.9136,21.6945,17.8786,27.6788,27.2676,14.6876,4.598,19.2794,23.8566,13.7329,23.6618,7.2226,15.950999999999999,,16.4776,17.1523,20.9102
1998-04-30,0.8562,22.6942,32.0782,16.3652,9.6521,19.9002,36.931,32.3106,,14.9527,,15.8924,39.3444,13.1363,21.4123,24.5206,22.3393,18.6533,28.1077,28.3254,14.6259,4.556,19.4849,24.0585,14.1178,24.2689,7.6013,16.2196,,16.7224,17.5871,20.9446
1998-05-01,0.8759,23.427,33.1612,16.4198,9.7021,20.7882,38.1382,32.5958,,14.9194,,15.8217,39.684,13.3508,21.02,24.9294,22.4306,18.8583,28.2357,27.3382,14.5448,4.5617,19.2452,24.4244,14.3086,24.3405,7.5331,16.2921,,17.382,17.6115,21.6785
1998-05-04,0.9091,23.1827,32.7639,16.3106,9.8748,20.7425,38.2345,32.9588,,14.8088,,16.0634,39.5991,13.3297,21.1877,24.6091,22.4482,18.8583,28.7956,27.3147,14.2916,4.598,19.2966,24.644000000000002,14.6936,24.2689,7.5407,16.4041,,17.7162,17.6984,21.429000000000002
1998-05-05,0.9288,22.7386,32.6421,16.0778,9.7021,20.7425,38.3918,32.8551,,14.6227,,16.1204,40.0032,13.3102,21.0769,24.2445,22.3923,18.5961,28.6825,27.2441,14.2413,4.4901,19.1425,24.4976,14.5233,24.6984,7.6013,16.1685,,17.7055,17.5663,21.214000000000002
1998-05-06,0.9482,22.0946,32.2384,15.9168,10.0144,20.6222,38.4222,32.2068,,14.5789,,15.8217,39.8877,13.2289,20.7565,23.9012,22.3746,18.5207,27.9588,27.1501,14.0173,4.4606,18.6442,24.0761,14.5641,24.5925,7.5742,16.0037,,17.2479,17.3715,21.3402
1998-05-07,0.9444,22.1235,31.9629,15.8967,9.9327,20.3358,37.4078,30.9103,,14.37,,15.4796,39.8435,13.1671,20.8313,24.1118,22.2833,18.5026,27.5299,27.0326,13.5305,4.3537,18.3355,23.6546,14.4381,24.5925,7.6154,15.7665,,17.0013,17.6115,20.999000000000002
1998-05-08,0.9523,22.5832,32.3602,16.0404,9.9815,20.4272,37.565,30.9881,,14.6017,,15.7077,40.8233,13.6646,21.3015,24.2233,22.5042,18.7468,27.9766,27.7143,13.9167,4.388999999999999,19.0558,23.7102,14.4381,24.8416,7.8577,15.8489,,16.8904,17.5663,20.9818
1998-05-11,0.9679,22.4943,31.8027,15.9686,9.8497,20.4561,40.3243,31.3511,,14.6017,,15.8924,40.5885,13.411,21.002,24.5206,22.7986,18.5207,27.9588,27.7613,13.6733,4.3356,19.0215,23.6926,13.2218,25.1652,7.7971,15.9823,,16.6563,17.7854,21.0277
