,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,F,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,T,TRV,UNH,UTX,V,VZ,WMT,XOM
2003-10-24,0.343969478556,31.5573352956,24.8393542971,21.8144955522,14.0692300976,18.004466756,44.0558488894,17.4476079885,8.0679,129.228674092,66.4982685336,23.013851794,50.4854966979,18.5151595201,32.4389,20.6822081663,12.9273057686,14.2666325966,45.4665329119,21.1706139125,16.8716668037,6.09734577845,14.0315291724,28.4263159907,5.75523985181,24.172,23.5352,29.5576,,14.1874,41.5784,24.6501
2003-10-27,0.343969478556,30.9807943106,24.6750366281,22.0140651807,14.1616038306,17.9330595438,44.4054089907,17.7197266452,8.1492,128.863363352,68.3346807502,23.2724343985,50.5425940704,18.7177063102,32.1618,20.7892774061,12.8675098608,14.3020190354,45.5025793175,21.2131536591,17.0618772524,6.11897105769,14.0906763446,28.6452986457,5.89071629122,24.3548,22.7326,29.8419,,14.1831,41.3494,24.5785
2003-10-28,0.3610157536,31.5043200326,24.6750366281,22.3456577943,14.8508539919,18.070949333,45.0932530609,18.0398662413,8.4069,130.233278625,71.4806021001,24.2421191651,51.3305378098,19.4623636268,32.5613,21.1461748723,12.9216109202,14.5084399287,46.4097471914,21.2320602132,17.2457473529,6.27133097961,14.3318148161,28.8524444003,5.91831334369,24.2397,22.7109,29.8845,,14.1191,42.0434,24.7478
2003-10-29,0.360559156947,31.378408783,26.3592927354,22.5544383288,14.7940086178,17.9995421207,44.9353872087,18.2239465091,8.495,131.648857741,71.7905450902,24.0675759071,51.0107925242,19.5398079877,31.8783,21.3722099343,13.0554398566,14.5143376685,46.6019946879,21.2320602132,16.9540913315,6.21923371598,14.2271698191,28.7814229987,5.94340157321,24.4632,22.6762,30.0557,,14.0038,42.1078,24.6241
2003-10-30,0.351427223888,30.8283754295,26.544150113,22.6772504079,14.8224313048,17.6695915538,45.6570596758,18.311984898,8.3036,131.877176953,72.394933921,23.9576783002,50.8851783049,19.5934233145,31.8783,21.3186753143,13.0981512193,14.5851105462,46.8963736668,20.7688496386,16.5609897374,6.20350624017,14.0497283023,28.9796910782,5.89071629122,25.7564,22.1469,30.4745,,13.9996,42.0721,23.6407
2003-10-31,0.348383246201,31.1000786523,26.3524461659,22.4991728932,14.8721710072,18.2950202403,45.5555744851,18.1199011403,8.29,132.470806905,72.7591169344,23.9641428653,51.0907288456,19.6291668657,32.426,21.354365061,13.2120481864,14.7443495211,47.3830001422,20.9153754326,16.573670434,6.28116065199,14.3773126409,29.0862231806,6.01615743881,25.8173,22.0732,30.0978,,14.341,42.1794,23.823
2003-11-03,0.352340417194,31.2988858885,26.6400020866,22.7355861455,15.426413405,18.2039144868,45.3413279714,18.3439988576,8.3515,131.511866214,74.5335405529,24.2550482953,51.2049235905,20.2785080458,32.0716,21.8361766403,13.2917760634,14.9743613736,47.3349382681,21.1233475273,16.9160492417,6.28214361923,14.3818624234,28.8524444003,6.03873684538,26.2981,21.8736,30.4922,,14.1788,42.2438,23.8881
2003-11-04,0.34868764397,31.2259899019,26.5167638349,22.9689290958,15.334039672,18.1989898515,45.0255962671,18.2079395292,8.4198,130.87257242,74.3475747588,24.0934341675,50.8965977794,20.0640467386,31.6657,21.7707454382,13.3544193953,15.3989986398,47.7614874009,20.6979500609,16.529287996,6.24675679865,14.3090659037,28.8080560243,5.99106920929,26.3793,21.5526,30.5704,,14.038,41.9719,23.6537
2003-11-05,0.350514030582,31.3519011515,26.4277584308,23.0088430215,15.4903644509,18.1398942275,44.8790065472,18.4240337566,8.3173,129.822304044,73.9756431707,23.9835365606,50.5254648586,20.1117048069,31.6657,21.7291074005,13.3771987887,15.422589599,47.5632321701,20.5136111588,16.5483090408,6.21825074875,14.4000615533,28.7962191241,5.92082216664,25.9257,21.6914,30.7055,,14.038,41.4424,23.4648
2003-11-06,0.351883820541,31.3916625987,26.6263089475,22.8829606404,16.2719883452,18.2580854754,45.2172905162,18.7281663729,8.2763,129.867967886,74.7969920945,24.1257569931,51.1021483201,20.3382148195,31.6786,21.5982449962,13.3885884854,15.3223280223,47.8215647435,20.6081439291,16.6307335686,6.16123864893,14.4956069855,28.8701997507,5.80541631085,25.7632,21.301,31.036,,13.8502,41.9361,23.3932
2003-11-07,0.342447489713,30.8151216137,26.6331555171,22.2811814528,15.8740707263,18.3565781819,45.1947382516,18.7281663729,8.331,128.406724928,75.1456779584,24.1580798186,50.4843923297,20.1891950744,31.4467,21.4376411364,13.2775389425,15.3400212417,47.4851316247,20.7641230001,16.5483090408,6.19269360055,14.4546589431,28.6482578707,5.76025749771,25.2757,20.7587,30.805,,13.7307,41.8002,23.3215
2003-11-10,0.333315556654,30.536791483,26.5852295303,22.1338069579,15.7674856498,18.1743666748,45.5781267497,18.5280791254,8.3515,128.63504414,74.4483062306,23.9576783002,51.4510660555,19.9030771637,31.3951,21.3484167699,13.2746915183,15.3341235019,47.3649769394,20.5136111588,16.4849055579,6.09931171293,14.3227152512,28.4085606403,5.89573393712,25.3298,20.9279,30.3607,,13.8587,41.5855,23.4527
2003-11-11,0.327836396819,30.1391770106,26.2360544836,22.0908227302,15.881176398,18.2580854754,46.0630004385,18.5040686557,8.413,128.361061086,74.4638033801,23.8736389537,51.1135882459,19.9149987433,31.6206,21.4376411364,13.2462172765,15.3931009,47.1607139744,20.735763169,16.3580985921,6.08653313883,14.4683082906,28.3878460649,5.90576922893,25.0252,21.2229,30.3003,,13.8459,41.7,23.6429
2003-11-12,0.33986010868,30.4970300358,26.8659388815,22.6158443684,16.3217280476,18.3959752645,46.2659708199,18.6801454335,8.9256,131.055227789,74.9287178653,23.8801035189,51.8743433082,20.3262932399,31.8912,21.3484167699,13.4056730305,15.7115788496,47.401023345,20.9153754326,16.4722248613,6.09046500778,14.8095419767,28.704483147,5.90827805188,24.9778,21.5352,30.7588,,13.8459,41.471,23.6232
2003-11-13,0.341229898639,30.3512380625,27.4366767692,22.5605789328,16.1298749099,18.6520563016,46.0385078365,18.6641384537,8.9802,129.411329462,74.4018147821,23.479300482,52.1031418231,20.1355479661,32.4324,21.3305718965,13.3629616678,15.6097888952,47.8516034148,21.6480044026,16.2883547609,6.07866940092,15.289480837,28.5121335177,5.84555747808,25.1199,21.648,30.848,,13.6282,39.7252,23.7806
2003-11-14,0.326618805744,30.0397733925,26.9897133631,22.2934626607,15.8172253521,18.4673824768,45.7086865106,18.4640512061,8.8572,127.31079271,72.6816311869,23.3952611356,51.6226649417,19.5513905651,33.7338,21.0926402524,13.2946234876,15.3762707644,47.1787371772,22.0166822068,16.1678881433,6.07473753197,15.5774441532,28.3227431134,5.92333098959,24.8965,21.5526,30.6517,,13.9185,39.3531,23.6101
2003-11-17,0.321596242562,29.1120062901,27.3266550077,22.2596893389,15.668006245,18.3007856509,45.1855216488,18.4320372465,8.6864,126.991145813,73.0303170508,22.9298124476,51.3652666123,19.2116255461,33.4426,21.0628987969,13.2917760634,14.9691109467,46.9744742122,21.780350281,15.9459759531,6.07473753197,15.5728733069,28.4203975406,5.86813688465,25.5533,21.6263,30.327,,13.974,39.3531,23.3478
2003-11-18,0.310637922891,29.4764862232,26.7009062393,21.8881827996,15.4406247485,18.2858665322,44.8443271738,18.0238592615,8.618,129.867967886,72.6273911636,22.5936550618,50.879069768,18.9791547437,33.6173,20.7535876595,13.2405224282,14.7894816153,46.3857162543,21.8134367506,15.9459759531,6.07768643369,15.6231526161,28.3079469881,5.79788984199,24.9168,21.301,29.7026,,13.8545,39.1528,23.0526
2003-11-19,0.310788599786,29.7415625381,27.0928587645,22.3425874923,15.668006245,18.4499768383,45.0035512621,18.2399534889,8.5975,134.571343657,72.7823626586,22.9233478825,51.1364680974,19.3844884505,33.8244,20.6762598752,13.3430296986,14.7595433934,46.3676930516,21.8134367506,16.072782919,6.01477653044,15.7328529271,28.4322344409,5.77531043543,24.3142,22.3769,29.649,,13.7478,39.5034,23.2428
2003-11-20,0.310105226796,29.4234709602,27.0584769641,22.3364468884,15.5898438556,18.4002464425,44.594117892,18.1519150999,8.4882,132.19682385,71.1009219372,22.8263794058,50.558751847,18.9731939539,33.3261,20.5989320908,13.2262853073,14.7775063266,46.3375253918,21.3454995376,15.9142742117,6.15337491103,15.3808977628,28.2339663614,5.75273102886,23.7996,22.0385,29.724,,13.5856,39.4032,23.1576
2003-11-21,0.308659337395,29.7548163539,26.7215353195,22.3794311161,15.7532743062,18.2709474134,44.7988345771,18.0718802009,8.4403,130.415933995,72.0384994823,23.0526391847,50.696030956,19.2652726544,32.9313,20.8190188617,13.2177430348,14.9511480136,46.7659061604,19.9511411754,15.92061456,6.22316558494,15.1660679872,28.3375392387,5.77781925838,24.0231,22.4376,29.9381,,13.7435,39.2172,23.1773
2003-11-24,0.32190064033,29.9204890507,26.7421643998,22.5175947051,16.2009316275,18.4052194821,45.4471040797,18.2719674485,8.6317,131.283547001,73.5494715592,23.5827335238,51.2851871321,19.9448026923,33.3196,20.9796227215,13.2177430348,15.3523201869,48.0027802106,19.8944215132,16.313716154,6.35684912933,15.4905980737,28.5920325945,5.78534572723,24.4564,22.9061,30.3663,,13.8715,40.1259,23.3215
2003-11-25,0.314747292767,30.0530272082,26.308953714,23.0395460413,16.0730295357,18.5419780705,46.1181198807,18.4000232869,8.8845,132.01416848,74.5800320014,23.6732374353,51.153627986,19.7123318899,32.8083,21.1342782901,13.2604543974,15.4241719195,47.7674724644,19.5777367327,16.1044846604,6.60259093888,15.4403187646,28.6660132211,5.88569864531,25.1267,23.353,30.4769,,14.0977,40.0972,23.4921
2003-11-26,0.315356088305,30.3048497074,26.3227064342,23.1500769125,16.2080372993,18.7110614162,46.9369866209,18.472054696,8.8299,131.374874686,74.9054721411,23.6279854795,51.428186204,19.8792340044,32.1675,21.1223817079,13.3572668195,15.2026290775,47.8338413159,19.388671192,16.1361864019,6.62028434916,15.463172996,28.3730499395,5.86813688465,25.3163,23.327,30.8016,,13.9825,39.854,23.7937
2003-11-28,0.318247867107,30.2915958917,26.3983463952,23.3496465411,16.1298749099,18.6737636193,47.1530764551,18.4800581859,9.0212,130.918236262,74.4483062306,23.7637413469,51.788543865,19.9924890108,31.9086,21.0569505058,13.3029108397,15.3463325425,47.6890365491,19.1901523744,16.3010354575,6.61045467678,15.3443309925,28.4795820419,5.84053983218,25.1199,23.3834,30.5804,,14.0166,39.811,23.7413
2003-12-01,0.330423777852,30.5169107594,26.1439210718,23.5768488874,16.4709471547,18.8229548067,48.5633469521,18.5440861052,8.9666,132.56213459,75.5331066961,23.770205912,52.0573821201,20.2905285011,32.0381,21.2116060745,13.4516745738,15.7774429378,49.2456877927,19.8896948747,16.3834599852,6.66943271107,15.6185817698,28.7163200473,5.82046924856,25.3772,23.7087,31.1834,,13.9868,38.9954,23.8659
2003-12-02,0.327836396819,30.3512380625,26.01327023,23.2053423481,16.4212074523,18.808035688,48.153913582,18.0718802009,8.8299,134.617007499,75.4711180981,23.2336470078,51.9086630854,20.1772734948,31.6821,21.300830441,13.4488137328,15.8552823147,48.8414411519,20.0882136924,16.269333716,6.60553984059,15.5545899218,28.6837685715,5.81545160266,25.6007,23.8259,31.2441,,13.9014,37.9364,23.938
2003-12-03,0.320074253719,30.4771493121,26.4877390764,23.1746393283,16.5562152159,18.9224155983,49.0865118138,17.487625438,9.0076,134.799662869,76.9355987265,23.0134228655,51.6512647561,19.8732732146,31.818,21.3067787321,13.5603865334,15.843307026,48.8655752797,20.7972094697,16.2756740643,6.48758377201,15.5180231515,28.6482578707,5.8079251338,25.7496,23.6437,31.1406,,13.7606,37.7003,23.9643
2003-12-04,0.32190064033,30.5301645751,26.8934443218,23.0088430215,17.039400896,19.3003666063,49.9963637474,17.7677475846,8.9529,133.110100699,76.5016785403,22.5794517617,52.291900598,19.9924890108,31.928,21.0510022147,13.4917263484,15.9031834698,49.0526147702,20.635140911,16.6117125237,6.41484419638,15.7099986956,28.6423394206,6.02619273062,25.946,23.5048,31.3832,,14.1916,37.9364,24.2791
2003-12-05,0.317334673801,30.1524308263,26.1301683516,23.4878101301,16.8759704453,19.3948543583,49.3708405431,17.3435626197,8.864,132.881781487,75.9592783075,22.4887712325,51.8457434938,19.1341352786,31.818,20.7952256972,13.4144836403,15.5618877402,48.7147369809,20.53027302,16.4722248613,6.44236727905,15.6322943087,28.5594811187,6.11901917984,25.8512,23.1491,31.3047,,14.2557,38.2655,24.1217
2003-12-08,0.320378651487,30.5831798381,26.9003206819,23.5737785854,17.2596767207,19.5465320654,49.9963637474,17.4235975188,9.0349,134.114705232,76.5559185635,22.4758168712,52.1660614148,18.8599389475,32.2646,21.0926402524,13.6605159698,15.3403448982,49.4447943471,20.7733758582,16.6370739169,6.446299148,15.7374237733,28.660094771,6.0638250749,25.9663,23.3226,31.5973,,14.0892,38.2083,24.5283
2003-12-09,0.311246718428,30.2849689838,26.5289972369,23.4816695261,16.5064755135,19.6136680998,49.9963637474,17.8477824836,9.2331,134.982318239,76.0910040783,22.048322948,51.8400235309,18.0313891644,32.3682,20.7178979129,13.6633768108,15.2205920106,49.4870290708,20.7638424135,16.725838793,6.37847440857,15.7191403882,28.5772364691,6.01364861586,25.709,23.1664,31.5759,,13.9099,37.643,24.6857
2003-12-10,0.310181326238,29.9469966822,26.7284116796,23.3342950312,16.8972874606,19.563937704,49.9849905982,18.1038941605,9.1101,135.712939718,75.6260895931,21.4265136052,52.4692194471,18.1327225912,32.5235,20.6227252553,13.7863929756,15.2984313875,48.8354076199,20.5684067985,16.8589861071,6.2968881278,15.5865858458,28.6689724462,6.17421328479,25.7496,23.0927,31.4974,,14.2429,37.8863,24.7841
2003-12-11,0.322813833636,29.9867581295,27.202880526,23.9299336149,17.0038725371,19.7678323267,50.1214683882,18.2977778998,9.3903,138.818081003,76.1994841249,22.3657048001,52.8524569597,18.4248012917,32.3617,20.8071222795,13.8436097964,15.448122497,49.0164135785,20.7829093028,16.8716668037,6.37847440857,15.8516949306,28.4085606403,6.22188092088,25.9325,23.3183,31.8542,,14.2301,37.7861,24.8628
2003-12-12,0.317943469338,29.9536235901,27.0722296843,23.9544960307,17.1175632854,19.9543213109,50.5309017583,18.4351122152,9.3766,137.493829573,76.8271186799,22.4434309679,53.0297758088,18.3949973426,31.9669,20.8725534816,14.1239722184,15.4361472082,49.1551848134,20.8067429144,16.8970281969,6.35185223991,15.7237112345,28.6512170958,6.16166917003,25.9595,23.6306,32.6857,,14.2685,37.5643,24.9611
2003-12-15,0.306985149667,30.0265195767,26.9553315627,24.1080111296,17.039400896,19.6310737383,50.1100952391,18.4431907043,9.7593,138.498434106,75.7423182144,22.2491155483,52.6865780363,18.0254283746,32.0122,20.9736744303,14.2441275421,15.2205920106,49.4749620069,20.830576526,16.9540913315,6.33213211498,15.7419946196,28.9471396025,6.23944268154,25.6278,23.635,32.6678,,14.3069,36.305,24.7906
2003-12-16,0.306224155246,30.0000119452,27.4573058494,24.875586624,16.8901817889,20.0662147015,50.5877675042,18.540132574,9.8072,139.959677064,75.5641009951,22.255592729,53.7562110938,18.0373499543,31.9863,21.2472958211,14.4987423948,14.8972592141,50.0662481382,21.0355455856,17.1569824768,6.41988667092,15.8151281603,29.192755283,6.21686327497,25.7903,23.8042,33.3708,,14.4733,36.7701,25.23
2003-12-17,0.302571382022,29.8210854326,28.096807338,25.1826168218,16.6912229794,20.3248127596,50.7469915925,18.5320540849,10.0259,140.324987804,76.2072326996,22.76081282,53.4244532471,17.983702846,31.941,21.2116060745,14.3528395017,14.6697287278,50.3558576719,21.0212454186,17.1443017802,6.50862723311,15.700857003,29.1128562062,6.28961914058,25.8309,24.2597,33.228,,14.5971,37.1994,25.4989
2003-12-18,0.305006564171,30.9940481263,28.4337489826,25.701497856,17.1744086595,20.7748728415,50.8720962334,18.6936238677,10.1967,140.872953913,75.4323752243,22.8838792524,53.0412157345,18.4188405019,32.3423,21.2056577834,14.2870401577,14.8553457035,50.337757076,21.2595815345,17.3725543187,6.58652172658,15.7419946196,29.3880641374,6.34983089143,26.1017,24.4202,33.4814,,14.6825,37.7011,25.8465
2003-12-19,0.299831802104,31.2856320728,28.5231416638,26.0208092617,16.9043931324,20.7052502874,50.9517082776,18.7663302699,10.4154,141.055609283,74.6807634732,22.9939913236,53.2757342124,18.2221344382,32.4264,21.2829855677,14.3328136144,14.5499758402,50.7239031209,21.1451801989,17.3471929256,6.59933980778,15.6642902327,28.8583628505,6.33226913076,25.9189,24.3161,33.5777,,14.5758,37.522,25.9711
2003-12-22,0.302114785369,31.4380509539,28.6056579849,25.7229899699,17.039400896,20.7251424457,51.5658583327,18.944057031,11.4747,141.557911549,76.0522612046,22.5600202197,53.4187332843,18.1327225912,32.6724,21.473330883,14.3499786606,15.0649132567,51.4358598913,21.0736793641,17.2330666563,6.6358220389,15.6780027716,29.0447940297,6.38495441275,25.7835,24.4766,33.9167,,14.5672,38.038,25.8859
2003-12-23,0.301505989832,31.5970967428,28.839454228,25.6830760442,17.0109782089,20.6828716093,51.8615602111,18.9521355201,11.051,142.014549974,76.1065012279,22.4110450647,53.0755355118,18.5440170878,32.7177,21.5149689208,14.3528395017,15.1367649893,51.0497138464,21.3406158139,17.2140456114,6.67033225753,15.77856139,29.1424484569,6.35233971438,26.034,24.3031,33.8917,,14.5843,37.823,26.0695
2003-12-24,0.310637922891,31.7296349003,28.4406253427,25.6400918165,16.9612385065,20.7251424457,51.6909629736,18.8794291179,11.0715,141.101273125,75.5873467194,22.4693396906,52.7780974423,18.5261347184,32.8342,21.4911757563,14.2755967936,14.3463959313,50.8264731641,21.4216500933,17.1443017802,6.65850018257,15.8699783157,29.1010193059,6.30216325534,26.1424,24.3855,33.5635,,14.4947,37.5865,26.122
2003-12-26,0.316269281611,31.6965003609,28.5162653037,25.701497856,16.8759704453,20.8494684352,51.7023361227,18.7501732916,11.0578,140.279323961,75.8895411348,22.592406123,53.1384551034,18.693036833,32.763,21.5447103763,14.2927618398,14.4242353082,50.8083725683,21.4979176504,17.2520877012,6.69005238246,15.8836908546,29.0714270553,6.32474266191,26.2371,24.5113,33.7776,,14.4733,37.6438,26.2662
2003-12-29,0.32190064033,32.1405031885,28.8807123886,25.9747547321,17.3378391102,21.2597442004,52.2482472828,18.9682924984,11.0442,141.694903077,77.1603073943,23.0458087688,53.4930928016,19.1639392277,33.1707,21.7291074005,14.3499786606,14.7296051715,50.9833449949,21.7791542671,17.4105964085,6.68906637622,15.9979620118,29.3555126617,6.55492716775,26.6028,25.2054,34.0916,,14.6483,37.9162,26.6138
2003-12-30,0.323879225826,32.0676072019,29.0732504712,25.8120287272,17.1388803007,21.3989893086,52.0435305978,18.8228796939,10.928,141.189342281,76.8348672547,22.8579705298,52.9840161058,19.0983705398,33.2484,21.7707454382,14.4529689381,14.8373827704,50.8506072919,21.688586543,17.4486384982,6.71075851364,16.0299579359,29.4945962398,6.59796840446,27.012,25.0796,33.7562,,14.9386,37.8302,26.6794
2003-12-31,0.325249015785,32.0277634158,28.9769814299,25.4896470196,17.2170426901,21.4810444617,52.191381537,18.8471151613,10.9348,142.384304162,76.5016785403,22.9875141429,53.0126159202,19.1043313296,33.4361,21.8480732225,14.518768282,14.8673209922,51.3031221883,22.0222571053,17.3535332738,6.7501987635,16.1487999394,29.5567399662,6.60050024192,27.0461,25.2401,33.8168,,14.9727,38.0237,26.8893
2004-01-02,0.323879225826,31.7090131267,28.8738360285,25.3760458464,17.2312540337,21.3567184722,51.7592018686,19.121783792,10.9895,143.027745175,75.2619065797,22.6830866522,52.3662601154,19.1699000175,33.4361,21.9848839179,14.4043346404,14.8433704147,50.3015558843,22.4274285022,17.4042560602,6.66638823255,16.2493585577,29.2933689353,6.61822310409,27.012,25.6132,33.6705,,15.0453,37.4861,26.6466
2004-01-05,0.337424926531,31.9879196296,28.9288469092,26.0668637914,17.6007489655,21.7694807573,52.3164861779,19.5014727816,11.338,145.141908504,75.3006494535,22.6895638328,53.2242545465,19.616959253,33.6303,21.94285929,14.4214996867,14.9870738798,51.2608874647,22.8802671223,17.8417400923,6.66047219507,16.6835889552,29.4383709635,6.84862031238,27.0803,24.3812,33.8739,,15.4806,37.3571,27.2697
2004-01-06,0.336207335456,32.0410446778,28.8325778679,25.6063184947,17.8068134468,21.6501278074,51.9411722553,19.5499437164,11.3039,144.176746984,74.8512321178,22.9356966977,53.2299745094,19.6109984631,33.4814,22.4951829712,14.3614220248,15.1667032112,51.1040156339,22.770632509,17.9051435752,6.65455615759,16.6744472626,29.2904097102,6.86634317456,26.8756,24.6328,33.7883,,15.7367,38.2315,27.086
2004-01-07,0.343817279672,32.1340135121,29.0732504712,25.3269210147,18.1620970351,21.3741241107,51.2815296035,19.8730832819,11.6114,145.601509227,76.4241927927,23.2530785498,53.0698155489,20.260724552,33.4944,22.8253764762,14.2698751115,15.2146043662,50.2231199689,22.7992328429,17.8861225303,6.67723430126,16.8161434976,29.0299979043,6.94039942008,26.8756,24.8627,33.8989,,15.7687,38.3319,26.8893
2004-01-08,0.355536593764,32.0410446778,29.4720793565,25.1304216882,18.7163394329,21.3965027888,51.4748731393,20.163908891,11.6866,148.221233351,76.5171756898,23.0587631301,53.2185345837,20.4097442972,33.6497,23.215605164,14.3385352965,15.2684931656,49.8852421796,22.9184009009,17.8544207889,6.74428272602,16.6607347237,29.3347980862,7.0658900369,27.0461,24.9148,33.8596,,16.0103,38.1742,26.8237
2004-01-09,0.350057433929,31.801981961,29.3207994345,24.7005794113,18.8158188376,21.1652564484,50.2579461783,20.0912024887,11.3175,146.153030095,75.5486038456,23.117057756,52.1717813776,20.2488029724,33.2678,23.2696368285,14.1869107213,15.0589256124,49.7163032849,22.4655622807,17.5374033743,6.69202439495,16.4824717185,29.4857185646,6.70990645041,27.4963,24.6892,33.3708,,15.5444,37.5578,26.4236
2004-01-12,0.361167952484,31.6758099716,29.1626431524,25.3146398068,19.2066307847,21.0608226173,50.3716776699,20.0992809778,11.215,147.485872194,75.7655639387,22.7996759039,52.3662601154,20.356097189,33.9086,23.2876473833,14.307066045,15.0349750349,50.1808852453,21.8792554357,17.4803402397,6.78865300711,16.2767836355,29.6662312937,6.87125152918,28.2944,24.5981,33.1674,,15.8421,37.6366,26.7975
2004-01-13,0.367103708972,31.788700699,29.0457450308,25.3299913167,19.10715138,21.0608226173,49.8030202115,19.9377111951,11.1262,145.279788721,75.6803296164,22.7219497361,51.3080669836,20.0222929598,33.818,23.3536860843,14.2212408138,14.7535557491,50.0059128186,21.7696208224,17.3915753636,6.81330316327,16.0619538599,29.503473915,6.77393227532,28.4854,24.5156,33.328,,15.7774,37.8158,26.6794
2004-01-14,0.368321300047,32.3730762289,29.6439883589,25.6984275541,19.4695406401,21.2846093983,50.5877675042,20.1154379561,11.0578,147.072231542,77.0053358992,22.9745597816,51.6569847189,19.9030771637,33.6562,23.5457986691,14.2469883832,15.0110244573,50.5006624387,22.0651576061,17.5627647675,6.82119121325,16.0665247062,29.6011283422,6.83283603424,28.6219,25.1534,34.2022,,15.8981,38.0882,26.6794
2004-01-15,0.347774450664,32.9906549138,29.5958538382,25.7137790639,19.2990045177,20.9936865829,50.576394355,20.050810043,10.969,147.072231542,78.3690850558,22.948651059,53.7790909453,19.7063711001,33.5526,23.3656931208,14.2269624959,15.0589256124,50.8626743558,21.8935556027,17.4613191948,6.80837313204,15.9156867786,29.4472486387,6.84820223221,28.6014,25.2922,34.0416,,15.9067,38.3391,26.4171
2004-01-16,0.345795865168,33.1433894273,30.2628607672,25.9481574771,20.6988218557,21.0657956568,50.4740360125,20.0750455104,11.0237,153.276841311,77.8576791221,22.6312692069,54.522686119,19.6050376733,32.6529,23.5758162604,14.2698751115,15.1547279224,51.5746311262,22.0174903829,17.6325085987,6.83893932568,15.9979620118,29.2963281603,6.77905434131,29.0107,25.4484,34.791,,15.9369,38.3319,26.5614
2004-01-20,0.345948064052,33.362530251,29.6921228795,25.3344561058,20.506968718,21.3915297493,50.2238267307,19.7680629231,11.0783,153.322801383,77.7956905241,22.6766094715,55.5408395107,19.4381355588,33.3325,23.4677529315,14.2841793167,15.0709009011,48.5156304265,21.9173892143,17.8163786991,6.88823963801,15.7831322362,29.1986737331,6.91478909012,28.5468,25.4093,33.8275,,16.0405,37.952,26.8106
2004-01-21,0.344121677441,33.4687803474,29.9809300034,25.7199469169,20.3222212521,21.5780187335,50.0191100457,19.8569263037,11.2355,155.574844929,78.648033747,23.0846718527,55.8840372831,19.1937431767,34.0186,24.0741082771,14.2412667011,15.2804684544,49.3241237081,22.0460907168,17.943185665,6.94838601904,16.285925328,29.4753612769,6.78417640731,28.8197,25.3529,34.2093,,15.9671,38.3104,27.1713
2004-01-22,0.337577125415,33.2031551065,29.4995847969,25.9049825063,20.052205725,21.6700199657,49.1888701564,19.9538681733,11.2287,154.058162541,78.0126506172,23.2725100917,55.7753579885,18.8539781577,34.3358,23.9780519847,14.1125288543,15.2026290775,49.5413308583,21.9793566044,17.7593155645,6.86950551932,16.5190384888,29.4991437166,6.74063884637,28.615,26.3204,33.981,,16.1698,38.1169,27.0729
2004-01-23,0.343360683019,33.1765925824,28.7775669872,25.9574092566,19.4198009377,21.607856971,48.5860932504,19.4287663793,10.8186,152.633400298,77.2920331651,23.2660329111,55.9984365406,18.9255076354,34.3034,23.7739323634,14.3156485681,15.1188020562,49.4508278791,21.8220547679,18.0573119342,6.86063146311,16.5190384888,29.2405096843,6.76624917633,28.5468,25.8865,33.6348,,16.2173,38.8551,26.9155
2004-01-26,0.350209632813,33.8340150536,29.1832722327,26.2164590816,20.0379943814,21.7819133562,48.9955266205,19.7115134992,10.9075,156.907687027,79.4515492676,23.5121657759,57.1138293011,19.3308413422,34.627,24.1701645695,14.3585611838,15.1367649893,49.7585380086,22.498929337,18.2602030795,6.89218366299,16.838997729,29.6775120148,6.83539706723,28.3285,25.9863,33.9774,,16.2906,39.1418,27.25
2004-01-27,0.351122826119,33.5219053956,28.839454228,25.2881972085,19.5405973578,21.8067785541,48.426869162,19.5176297598,10.8938,157.137487389,78.4960799129,23.2789872724,56.5132331993,18.8539781577,34.4846,24.0320836492,14.3013443629,15.2385549437,49.5352973264,22.575196894,17.9114839235,6.86358948184,16.5464635665,29.4842796918,6.6458806255,27.9807,25.7954,34.2129,,15.993,39.0128,27.0139
2004-01-28,0.342751887482,33.037139331,28.5643998243,24.5542227041,19.0289889906,21.5655861345,49.6665424215,19.121783792,10.7161,155.161204277,76.359867941,22.5664974004,55.7009984712,18.7049584126,34.407,23.4857634863,14.1296939005,14.8852839254,48.2682556165,22.8325998992,17.5691051158,6.76696086969,16.3864839464,29.3178026135,6.54600033865,27.6669,25.7781,34.0238,,15.855,38.1814,26.7647
2004-01-29,0.345187069631,33.8340150536,29.0870031914,23.8264160528,18.4463239057,21.7098042823,49.9622442999,19.7519059449,10.2071,156.402126231,77.2143527298,23.0587631301,56.0613561322,18.4128797121,34.8794,23.4437388584,14.1869107213,15.2684931656,47.9786460828,23.0137353472,17.6959120816,6.75710080722,16.7795767273,30.0253301963,6.58185480059,28.3899,26.4245,33.9952,,15.9973,39.0486,27.1975
2004-01-30,0.343360683019,34.4250312144,28.7088033863,24.0947176573,18.2686821116,21.4710983825,49.9281248523,19.3883739336,10.0008,154.563723337,77.3308733828,22.9745597816,56.7591916029,18.1923304892,34.5752,23.347682566,14.0867812849,15.4121966307,47.7192042088,22.6895982297,17.531063026,6.86851951308,16.7430099569,30.0491126361,6.53063414067,28.7378,26.4115,34.0916,,15.8981,38.5971,26.7516
